L,N,N_test,center_G,center_pred,data_kwargs,data_sim_func,error_sd,level,model_kwargs_l,models_l,n_boot,p,use_true_contour,contain,contain_scb,contain_CS_scb,Lower_bound,Upper_bound,L1,L2,U1,U2,points_in_e1,inner_points_num,outer_points_num,true_set_points_up_num,true_set_points_low_num,precision_inner,sensitivity_inner,precision_outer,sensitivity_outer,method
0.9,100,500,True,False,"{'transform_func': <function transform_X at 0x71a3dd203370>, 'beta': array([1, 2, 3, 4]), 'uniform_range_x': [-2, 2]}",<function generate_sim_data at 0x71a3a34908b0>,1,2,"[{'n_iter': 200, 'patience': 100, 'input_size': 1, 'h_sizes': [40, 40]}]",[<class 'models.NueralNet'>],300,1,False,True,True,True,0.8999999999999773,0.9666666666666667,0.8633333333333333,0.8999999999999773,0.9666666666666667,0.99,14.0,170,219,204,296,1.0,0.8333333333333334,1.0,0.9493243243243243,CS_on_mean
0.9,100,500,True,False,"{'transform_func': <function transform_X at 0x71a3dd203370>, 'beta': array([1, 2, 3, 4]), 'uniform_range_x': [-2, 2]}",<function generate_sim_data at 0x71a3a34908b0>,1,2,"[{'n_iter': 200, 'patience': 100, 'input_size': 1, 'h_sizes': [40, 40]}]",[<class 'models.NueralNet'>],300,1,False,True,,,0.9,,,,,,,185,207,204,296,1.0,0.9068627450980392,1.0,0.9898648648648649,naive_on_mean
0.9,100,500,True,False,"{'transform_func': <function transform_X at 0x71a3dd203370>, 'beta': array([1, 2, 3, 4]), 'uniform_range_x': [-2, 2]}",<function generate_sim_data at 0x71a3a34908b0>,1,2,"[{'n_iter': 200, 'patience': 100, 'input_size': 1, 'h_sizes': [40, 40]}]",[<class 'models.NueralNet'>],300,1,False,True,True,True,0.9000000000000341,0.98,0.8366666666666667,0.9000000000000341,0.98,1.0,19.0,96,303,203,297,1.0,0.4729064039408867,1.0,0.6632996632996633,CS_on_y
0.9,100,500,True,False,"{'transform_func': <function transform_X at 0x71a3dd203370>, 'beta': array([1, 2, 3, 4]), 'uniform_range_x': [-2, 2]}",<function generate_sim_data at 0x71a3a34908b0>,1,2,"[{'n_iter': 200, 'patience': 100, 'input_size': 1, 'h_sizes': [40, 40]}]",[<class 'models.NueralNet'>],300,1,False,True,,,0.9,,,,,,,147,242,203,297,1.0,0.7241379310344828,1.0,0.8686868686868687,naive_on_y
0.9,100,500,True,False,"{'transform_func': <function transform_X at 0x71a3dd203370>, 'beta': array([1, 2, 3, 4]), 'uniform_range_x': [-2, 2]}",<function generate_sim_data at 0x71a3a34908b0>,1,2,"[{'n_iter': 200, 'patience': 100, 'input_size': 1, 'h_sizes': [40, 40]}]",[<class 'models.NueralNet'>],300,1,False,True,True,True,0.8999999999999773,0.9566666666666667,0.8500000000000001,0.8999999999999773,0.9566666666666667,0.9766666666666667,7.0,170,262,205,295,1.0,0.8292682926829268,1.0,0.8067796610169491,CS_on_mean
0.9,100,500,True,False,"{'transform_func': <function transform_X at 0x71a3dd203370>, 'beta': array([1, 2, 3, 4]), 'uniform_range_x': [-2, 2]}",<function generate_sim_data at 0x71a3a34908b0>,1,2,"[{'n_iter': 200, 'patience': 100, 'input_size': 1, 'h_sizes': [40, 40]}]",[<class 'models.NueralNet'>],300,1,False,True,,,0.9,,,,,,,187,220,205,295,1.0,0.9121951219512195,1.0,0.9491525423728814,naive_on_mean
0.9,100,500,True,False,"{'transform_func': <function transform_X at 0x71a3dd203370>, 'beta': array([1, 2, 3, 4]), 'uniform_range_x': [-2, 2]}",<function generate_sim_data at 0x71a3a34908b0>,1,2,"[{'n_iter': 200, 'patience': 100, 'input_size': 1, 'h_sizes': [40, 40]}]",[<class 'models.NueralNet'>],300,1,False,True,True,True,0.9000000000000341,0.9533333333333334,0.7200000000000002,0.9000000000000341,0.9533333333333334,1.0,32.0,22,443,198,302,1.0,0.11111111111111116,1.0,0.1887417218543046,CS_on_y
0.9,100,500,True,False,"{'transform_func': <function transform_X at 0x71a3dd203370>, 'beta': array([1, 2, 3, 4]), 'uniform_range_x': [-2, 2]}",<function generate_sim_data at 0x71a3a34908b0>,1,2,"[{'n_iter': 200, 'patience': 100, 'input_size': 1, 'h_sizes': [40, 40]}]",[<class 'models.NueralNet'>],300,1,False,False,,,0.9,,,,,,,142,265,198,302,1.0,0.7171717171717171,0.9957446808510638,0.7748344370860927,naive_on_y
0.9,100,500,True,False,"{'transform_func': <function transform_X at 0x71a3dd203370>, 'beta': array([1, 2, 3, 4]), 'uniform_range_x': [-2, 2]}",<function generate_sim_data at 0x71a3a34908b0>,1,2,"[{'n_iter': 200, 'patience': 100, 'input_size': 1, 'h_sizes': [40, 40]}]",[<class 'models.NueralNet'>],300,1,False,True,True,True,0.9000000000000341,0.9866666666666667,0.97,0.9000000000000341,0.9866666666666667,1.0,36.0,162,234,200,300,1.0,0.81,1.0,0.8866666666666667,CS_on_mean
0.9,100,500,True,False,"{'transform_func': <function transform_X at 0x71a3dd203370>, 'beta': array([1, 2, 3, 4]), 'uniform_range_x': [-2, 2]}",<function generate_sim_data at 0x71a3a34908b0>,1,2,"[{'n_iter': 200, 'patience': 100, 'input_size': 1, 'h_sizes': [40, 40]}]",[<class 'models.NueralNet'>],300,1,False,True,,,0.9,,,,,,,191,212,200,300,1.0,0.955,1.0,0.96,naive_on_mean
